商品,订单号,订单状态,商品总价(元),店铺优惠折扣(元),平台优惠折扣(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,分期方式
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230711-562419505940970,已发货，退款成功,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/12 1:39,"	","498382503935	","卡其色,M 建议95-105斤","1414629108853	",#dd#230711-289826467463040#17350128509#2023-07-11#462151508603#29.9##;,退款成功,"777154276154315	",申通快递,2023/7/11 13:31,否,,"	",
冰丝西装阔腿裤女高腰垂坠感胖mm直筒梨形身材夏季薄款休闲西裤子,230711-430110207480042,已签收,"119.0	","5.0	","0.0	","114.0	","114.0	","1	",2023/7/12 10:56,2023/7/22 10:56,"498379262538	","黑色-常规款 X030,L码 适合106-115斤","1414624293910	",#dd#230711-580580811783040#17350128509#2023-07-11#359170288690#49.9##;,无售后或售后取消,"463015695065872	",韵达快递,2023/7/11 13:27,否,,"	",
棉绸睡裙女夏中长款无袖薄款连衣裙大码妈妈睡衣人造棉居家服新款,230711-072351825503124,已签收,"50.15	","5.0	","3.0	","42.15	","45.15	","1	",2023/7/12 1:39,2023/7/15 20:39,"498236076590	","印度小象,2XL 90-125斤左右","1414386474826	",#dd#230711-616709518343040#17350128509#2023-07-11#339658034#13.81##;,无售后或售后取消,"463008550166149	",韵达快递,2023/7/11 13:27,否,,"	",
春夏季新款短袖棉绸女士中年妈妈睡衣套装大码宽松简约人棉家居服,230711-457336462250954,未发货，退款成功,"75.65	","5.0	","0.0	","70.65	","70.65	","1	","	","	","497944648079	","XLT渲青黑墨,L （80-100斤）","1413922371376	","	",退款成功,"	","	",2023/7/11 13:26,否,,"	",
纯棉短裤女夏百搭五分裤2023新款文艺休闲松紧高腰显瘦口袋阔腿裤,230711-565853623900149,已签收,"35.7	","5.0	","0.0	","30.7	","30.7	","1	",2023/7/13 10:32,2023/7/16 22:32,"498395592334	","焦糖 【一条装】,3XL 建议140-165斤","1414650980892	",#dd#230711-157988996743040#17350128509#2023-07-11#222307586571#9.72##;,无售后或售后取消,"777153679237280	",申通快递,2023/7/11 13:25,否,,"	",
冰丝仿亚麻系带松紧腰灯笼阔腿裤五分裤女夏季新款宽松仿棉麻短裤,230711-442541065622279,已签收,"75.65	","5.0	","0.0	","70.65	","70.65	","1	",2023/7/12 9:13,2023/7/22 9:13,"498376627311	","浅咖色 （五分裤）,L 建议（100-115斤）","1414619507323	",#dd#230711-531376424583040#17350128509#2023-07-11#372813541997#29.8##;,无售后或售后取消,"777154349382095	",申通快递,2023/7/11 13:21,否,,"	",
棉绸睡衣女夏天人造棉简约女装短袖女两件套装中年妈妈夏装可外穿,230711-121708245901453,已取消,"84.0	","5.0	","0.0	","79.0	","79.0	","1	","	","	","497998384351	","4号色,3XL 120到140斤","1414005880376	","	",无售后或售后取消,"	","	","	","	",,"	",
冰丝仿亚麻系带松紧腰灯笼阔腿裤五分裤女夏季新款宽松仿棉麻短裤,230711-623782204961592,已签收,"75.65	","5.0	","0.0	","70.65	","70.65	","1	",2023/7/13 10:22,2023/7/23 10:22,"498376627311	","黑色 （五分裤）,XL 建议（115-130斤）","1414619507309	",#dd#230711-514924297863040#17350128509#2023-07-11#372813541997#29.8##;,无售后或售后取消,"777153779792136	",申通快递,2023/7/11 13:17,否,,"	",
纯棉短裤女夏百搭五分裤2023新款文艺休闲松紧高腰显瘦口袋阔腿裤,230711-092599765891605,已签收,"55.25	","5.0	","0.0	","50.25	","50.25	","1	",2023/7/13 10:22,2023/7/23 10:22,"498395592334	","黑色+卡其 【两条装】,3XL 建议140-165斤","1414650980802	",#dd#230711-657860893703040#17350128509#2023-07-11#222307586571#18.22##;,无售后或售后取消,"777153774805602	",申通快递,2023/7/11 13:17,否,,"	",
100%棉麻复古萝卜裤子女2023夏新款哈伦裤宽松纯色百搭休闲九分裤,230711-204147301132425,已发货，退款成功,"52.7	","5.0	","0.0	","47.7	","47.7	","1	",2023/7/13 10:32,"	","498371942762	","黑色,4XL 建议180-200斤","1414611427482	",#dd#230711-237402930823040#17350128509#2023-07-11#238001792094#18.9##;,退款成功,"777153679286573	",申通快递,2023/7/11 13:16,否,,"	",
【买一送一】带胸垫女士睡衣吊带睡裙女夏季宽松可外穿休闲家居服,230711-537342780340585,已发货，退款成功,"97.75	","5.0	","3.0	","89.75	","92.75	","1	",2023/7/13 10:32,"	","498238321140	","4. 【带胸垫】渐变深蓝+草莓小猫,2XL 120-145斤","1414390127573	",#dd#230711-541778256903040#17350128509#2023-07-11#453750471597#37.81##;,退款成功,"777153680377799	",申通快递,2023/7/11 13:16,否,,"	",
棉绸连衣裙女夏外穿小个子短袖时尚洋气睡裙妈妈年轻2023新款裙子,230711-361092914043786,已签收,"55.25	","5.0	","0.0	","50.25	","50.25	","1	",2023/7/12 17:58,2023/7/20 21:32,"498235547750	","Q02-6-蔚为大观,4XL（建议140-170斤）","1414385640115	",#dd#230711-088431686663040#17350128509#2023-07-11#234566432155#16.79##;,无售后或售后取消,"463015561585942	",韵达快递,2023/7/11 13:12,否,,"	",
冰丝灰色运动裤女夏季薄款宽松速干胖mm高腰冰丝阔腿大小个子裤子,230711-316334489121483,未发货，退款成功,"63.58	","3.0	","0.0	","60.58	","60.58	","1	","	","	","498389761427	","黑色小个子 建议1米60以下,XL 120-140斤","1414641566556	",#dd#230711-418995302023040#17350128509#2023-07-11#494551125907#27.16##;,退款成功,"	","	",2023/7/11 13:08,否,,"	",
网红带胸垫睡衣女夏季纯棉短袖短裤套装新款加大码韩版外穿家居服,230711-651910256311748,已签收,"92.65	","5.0	","0.0	","87.65	","87.65	","1	",2023/7/12 17:02,2023/7/22 17:02,"498274382634	","ALS86511【带胸垫】,M 【建议80-98斤内】","1414447692970	",#dd#230711-480111512583040#17350128509#2023-07-11#460314374312#33.78##;,无售后或售后取消,"777154185344001	",申通快递,2023/7/11 13:09,否,,"	",
夏季中老年人短袖棉绸套装加大码女人造棉妈妈装家居服夏天睡衣女,230711-534548366932070,已签收,"65.45	","3.0	","0.0	","62.45	","62.45	","1	",2023/7/12 1:39,2023/7/22 1:39,"497952758201	","绿底杜英套装,L 【80-105斤】","1413935442708	",#dd#230711-631421029383040#17350128509#2023-07-11#18283474#24.9##;,无售后或售后取消,"463008550258775	",韵达快递,2023/7/11 13:06,否,,"	",
夏季中老年人短袖棉绸套装加大码女人造棉妈妈装家居服夏天睡衣女,230711-409542409812070,已签收,"65.45	","5.0	","0.0	","60.45	","60.45	","1	",2023/7/12 17:00,2023/7/22 17:00,"497952758201	","草绿树丫黑裤,L 【80-105斤】","1413935442763	",#dd#230711-549637364743040#17350128509#2023-07-11#18283474#24.9##;,无售后或售后取消,"463015561673986	",韵达快递,2023/7/11 13:05,否,,"	",
单/两件装 冰丝阔腿裤女夏季薄款高腰显瘦垂感宽松直筒裤休闲长裤,230711-593840127532232,已取消,"118.15	","5.0	","0.0	","113.15	","113.15	","1	","	","	","498405629060	","绿色+粉色,2XL 建议130-145斤","1414667434930	","	",无售后或售后取消,"	","	","	","	",,"	",
法国进口纯亚麻九分裤宽松显瘦松紧腰大码棉麻哈伦裤小脚九分裤女,230711-634063461250454,已发货，退款成功,"89.25	","5.0	","3.0	","81.25	","84.25	","1	",2023/7/12 1:39,"	","498367213758	","亚麻色,M 80-100斤","1414603561178	",#dd#230711-544703794183040#17350128509#2023-07-11#362258272721#35.98##;,退款成功,"463008550258210	",韵达快递,2023/7/11 13:02,否,,"	",
深灰色冰丝阔腿裤女春夏薄款高腰垂感宽松胖mm显瘦休闲防蚊凉凉裤,230711-264062955041483,未发货，退款成功,"61.2	","5.0	","0.0	","56.2	","56.2	","1	","	","	","498377258517	","黑色小个子有口袋 身高145-158,2XL 建议125-145斤","1414620673072	",#dd#230711-363578070663040#17350128509#2023-07-11#377549972421#22.8##;,退款成功,"	","	",2023/7/11 13:02,否,,"	",
天丝牛仔短裤子女夏新款薄冰丝休闲五分宽松阔腿高腰a字热裤大码,230711-576580546233433,已签收,"44.88	","5.0	","0.0	","39.88	","39.88	","1	",2023/7/12 10:33,2023/7/16 19:29,"498400479862	","浅蓝,XL(140-170斤）","1414658742471	",#dd#230711-161145189383040#17350128509#2023-07-11#494649908522#12.9##;,无售后或售后取消,"463015774233142	",韵达快递,2023/7/11 13:01,否,,"	",
中老年棉绸睡裙女夏季睡衣人造棉连衣裙子中长款大码家居服妈妈装,230711-542407412654078,已签收,"48.45	","5.0	","0.0	","43.45	","43.45	","1	",2023/7/12 16:43,2023/7/22 16:43,"498019686226	","粉莲花,4XL 【145-165斤以内】","1414037886302	",#dd#230711-448884929543040#17350128509#2023-07-11#8214459158#15.8##;,无售后或售后取消,"463015561295683	",韵达快递,2023/7/11 13:00,否,,"	",
中年妈妈睡衣女夏季纯棉短袖七分裤中老年人加大码薄款套装家居服,230711-409914643852494,未发货，退款成功,"137.7	","8.0	","0.0	","129.7	","129.7	","2	","	","	","498247229461	","g9323,XL（115-135斤）","1414404905582	","	",退款成功,"	","	",2023/7/11 12:59,否,,"	",
中老年棉绸睡裙女夏季睡衣人造棉连衣裙子中长款大码家居服妈妈装,230711-230419393971581,已取消,"48.45	","3.0	","0.0	","45.45	","45.45	","1	","	","	","498019686226	","粉莲花,2XL 【90-125斤以内】","1414037886300	","	",无售后或售后取消,"	","	","	","	",,"	",
亚麻阔腿裤女高腰垂感折扣商场清仓处理夏季棉麻女裤花苞腰直筒裤,230711-608556891801004,已发货，退款成功,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/13 10:11,"	","498369161630	","白色九分裤,2XL 建议125-135斤","1414606852358	",#dd#230711-212090285703040#17350128509#2023-07-11#464233083968#26.9##;,退款成功,"777153712074933	",申通快递,2023/7/11 12:58,否,,"	",
中老年棉绸睡裙女夏季睡衣人造棉连衣裙子中长款大码家居服妈妈装,230711-265530971571581,已取消,"48.45	","3.0	","0.0	","45.45	","45.45	","1	","	","	","498019686226	","粉莲花,XL 【70斤以内】","1414037886299	","	",无售后或售后取消,"	","	","	","	",,"	",
中老年棉绸睡裙女夏季睡衣人造棉连衣裙子中长款大码家居服妈妈装,230711-576444220851581,已取消,"48.45	","5.0	","0.0	","43.45	","43.45	","1	","	","	","498019686226	","花好月圆,XL 【70斤以内】","1414037886307	","	",无售后或售后取消,"	","	","	","	",,"	",
性感冰丝吊带睡裙睡衣女夏天薄款吊带睡衣女士高档睡衣大码辣妹裙,230711-621601146263452,已发货，退款成功,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/12 8:13,"	","498250125423	","黑色,XL 115-130斤","1414409380020	",#dd#230711-190573506183040#17350128509#2023-07-11#472275306388#29.9##;,退款成功,"777154280070519	",申通快递,2023/7/11 12:57,否,,"	",
蓝色冰丝阔腿裤女2023新款高腰垂感小个子夏薄款防晒醋酸凉凉裤子,230711-184009410033784,未发货，退款成功,"68.5	","5.0	","0.0	","63.5	","63.5	","1	","	","	","498389049017	","浅蓝色【小个子】（醋酸凉凉裤）,XL 126-140斤","1414640391616	",#dd#230711-099279184903040#17350128509#2023-07-11#462517373301#24.89##;,退款成功,"	","	",2023/7/11 12:55,否,,"	",
棉麻哈伦裤女夏2023新款高腰九分裤宽松休闲裤亚麻女裤萝卜七分裤,230711-168364614471963,已取消,"80.5	","5.0	","0.0	","75.5	","75.5	","1	","	","	","498370869745	","白色 【九分裤】,XL 码建议117-130斤穿","1414609626290	","	",无售后或售后取消,"	","	","	","	",,"	",
ins风草莓熊睡衣女士短袖短裤夏季2023年新款加肥加大码200斤套装,230711-310273678371706,已签收,"50.15	","5.0	","0.0	","45.15	","45.15	","1	",2023/7/12 8:53,2023/7/22 8:53,"498282700196	","676方格熊,XXL码 【130-158斤】","1414461455260	",#dd#230711-089695200263040#17350128509#2023-07-11#220495921553#17.8##;,无售后或售后取消,"777154329289931	",申通快递,2023/7/11 12:53,否,,"	",
亚麻阔腿裤女高腰垂感折扣商场清仓处理夏季棉麻女裤花苞腰直筒裤,230711-483655751352103,已签收,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/13 10:32,2023/7/23 10:32,"498369161630	","938灰色长裤,M 建议95-105斤","1414606852319	",#dd#230711-185272912903040#17350128509#2023-07-11#464233083968#26.9##;,无售后或售后取消,"777153680403325	",申通快递,2023/7/11 12:50,否,,"	",
莫代尔棉睡衣女夏季背心短裤纯色薄款套装大码宽松无袖套头家居服,230711-115207064330757,已签收,"87.55	","5.0	","0.0	","82.55	","82.55	","1	",2023/7/12 1:39,2023/7/22 1:39,"498295204854	","n99101背心款 绿色,XL（120-140斤）","1414482542949	",#dd#230711-200781393543040#17350128509#2023-07-11#478267261136#28.5##;,无售后或售后取消,"777154276156533	",申通快递,2023/7/11 12:49,否,,"	",
高档纯棉睡衣女夏季短袖长裤中年妈妈大码开衫套装中老年人家居服,230711-082659255280845,已签收,"88.4	","5.0	","0.0	","83.4	","83.4	","1	",2023/7/12 1:39,2023/7/16 20:43,"497947037721	","t2513,XL（115-135斤）","1413926198683	",#dd#230711-149547959943040#17350128509#2023-07-11#243142304948#35.7##;,无售后或售后取消,"777154276153371	",申通快递,2023/7/11 12:46,否,,"	",
单两条纯棉短裤女夏新款阔腿宽松大码直筒高腰显瘦薄款休闲五分裤,230711-601573313502463,已发货，退款成功,"33.32	","5.0	","3.0	","25.32	","28.32	","1	",2023/7/13 10:43,"	","498393606798	","白色 【B003单条装】,XL 建议120-140斤","1414647890867	",#dd#230711-300899408903040#17350128509#2023-07-11#355926272712#9.8##;,退款成功,"777153681738129	",申通快递,2023/7/11 12:45,否,,"	",
夏季镂空运动裤女薄款宽松阔腿束脚裤网纱裤子显瘦休闲速干空调裤,230711-257331117733736,未发货，退款成功,"75.65	","5.0	","0.0	","70.65	","70.65	","1	","	","	","498386511934	","黑色,XL","1414635871742	",#dd#230711-159865978503040#17350128509#2023-07-11#383586099112#29.5##;,退款成功,"	","	",2023/7/11 12:45,否,,"	",
【买一送一】自带胸垫新款睡衣女士夏季宽松条纹学生家居服两套装,230711-346669762170482,已发货，退款成功,"81.6	","5.0	","0.0	","76.6	","76.6	","1	",2023/7/12 8:53,"	","498216278749	","SD1104黑色+灰色 【实发两套,XL 建议110-125斤","1414354618483	",#dd#230711-133866464263040#17350128509#2023-07-11#478751201874#26.39##;,退款成功,"777154329568617	",申通快递,2023/7/11 12:44,否,,"	",
黑色防晒裤女夏季薄款小个子高腰垂感休闲直筒显瘦凉凉冰丝阔腿裤,230711-399953120091456,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/13 10:32,2023/7/23 10:32,"498380169167	","黑色【加长款】,L","1414625353474	",#dd#230711-504391279623040#17350128509#2023-07-11#484053520136#29.9##;,售后处理中,"463014088938872	",韵达快递,2023/7/11 12:43,否,,"	",
棉绸睡裙女夏中长款无袖薄款连衣裙大码妈妈睡衣人造棉居家服新款,230711-228531977853410,未发货，退款成功,"50.15	","5.0	","0.0	","45.15	","45.15	","1	","	","	","498236076590	","绿色三角花,3XL 125-148斤左右","1414386474887	","	",退款成功,"	","	",2023/7/11 12:35,否,,"	",
亚麻阔腿裤女高腰垂感折扣商场清仓处理夏季棉麻女裤花苞腰直筒裤,230711-610538690230094,已发货，退款成功,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/13 10:32,"	","498369161630	","白色九分裤,S 建议80-95斤","1414606852354	",#dd#230711-282633236103040#17350128509#2023-07-11#464233083968#26.9##;,退款成功,"777153680360716	",申通快递,2023/7/11 12:33,否,,"	",
棉麻冰丝速干哈伦裤女夏季薄款凉凉空调裤杏色抽绳束脚休闲山本裤,230711-199087891492130,已发货，退款成功,"89.7	","5.0	","0.0	","84.7	","84.7	","1	",2023/7/12 8:53,"	","498375391916	","杏色,XL 建议体重（120-140）斤","1414617508700	",#dd#230711-012824155783040#17350128509#2023-07-11#488739083760#39.9##;,退款成功,"777154329304389	",申通快递,2023/7/11 12:33,否,,"	",
亚麻阔腿裤女高腰垂感折扣商场清仓处理夏季棉麻女裤花苞腰直筒裤,230711-634839387083447,已发货，退款成功,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/13 10:32,"	","498369161630	","938原麻色长裤,XL 建议115-125斤","1414606852327	",#dd#230711-243484609543040#17350128509#2023-07-11#464233083968#26.9##;,退款成功,"777153680313317	",申通快递,2023/7/11 12:32,否,,"	",
【买一送一】带胸垫女士睡衣吊带睡裙女夏季宽松可外穿休闲家居服,230711-237067344763482,已签收,"97.75	","5.0	","0.0	","92.75	","92.75	","1	",2023/7/13 10:32,2023/7/19 9:45,"498238321140	","12 【带胸垫】渐变深蓝+桃心小猫,L 85-105斤","1414390127606	",#dd#230711-587857959943040#17350128509#2023-07-11#453750471597#37.81##;,无售后或售后取消,"777153680397754	",申通快递,2023/7/11 12:31,否,,"	",
100%棉麻复古萝卜裤子女2023夏新款哈伦裤宽松纯色百搭休闲九分裤,230711-044386283143867,未发货，退款成功,"52.7	","5.0	","0.0	","47.7	","47.7	","1	","	","	","498371942762	","粉色,M 建议100斤内","1414611427498	","	",退款成功,"	","	",2023/7/11 12:27,否,,"	",
紫色冰丝短裤女夏季薄款2023新款高腰垂感直筒宽松休闲五分裤子潮,230711-130128290831653,已发货，退款成功,"64.32	","5.0	","0.0	","59.32	","59.32	","1	",2023/7/12 8:53,"	","498399784415	","#7878粉色【高档面料】,L 【建议110-125斤】","1414657956661	",#dd#230711-651134289543040#17350128509#2023-07-11#492567085889#23.8##;,退款成功,"777154329270144	",申通快递,2023/7/11 12:26,否,,"	",
宽松睡衣女夏天短袖薄款可外穿学生家居服套装网红夏季2023年新款,230711-066983116232924,已签收,"64.6	","5.0	","0.0	","59.6	","59.6	","1	",2023/7/13 10:32,2023/7/23 10:32,"497993154797	","维尼熊仔+萌萌熊头,XL","1413997458447	",#dd#230711-498734242823040#17350128509#2023-07-11#485834715260#24.5##;,无售后或售后取消,"777153680444277	",申通快递,2023/7/11 12:24,否,,"	",
纯棉短裤女夏百搭五分裤2023新款文艺休闲松紧高腰显瘦口袋阔腿裤,230711-232789186092394,已签收,"35.7	","5.0	","0.0	","30.7	","30.7	","1	",2023/7/13 9:31,2023/7/20 21:34,"498395592334	","黑色 【一条装】,L 建议95-110斤","1414650980904	",#dd#230711-364432660103040#17350128509#2023-07-11#222307586571#9.72##;,无售后或售后取消,"777153823434339	",申通快递,2023/7/11 12:24,否,,"	",
